status	url	final_url	title	content_type	length	scripts	links	contexts	preview
404	https://mall.lbxcn.com/mall/scc-store/swagger-ui.html	https://mall.lbxcn.com/mall/scc-store/swagger-ui.html		application/json	161			"{""timestamp"":""2026-09-07T09:46:12.308+00:00"",""path"":""/scc-store/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""3c25f3dd-78268511""}"	"{""timestamp"":""2026-09-07T09:46:12.308+00:00"",""path"":""/scc-store/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""3c25f3dd-78268511""}"
404	https://mall.lbxcn.com/mall/scc-store/doc.html	https://mall.lbxcn.com/mall/scc-store/doc.html		application/json	154			"{""timestamp"":""2026-09-07T09:46:12.527+00:00"",""path"":""/scc-store/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""adfb3a47-78247646""}"	"{""timestamp"":""2026-09-07T09:46:12.527+00:00"",""path"":""/scc-store/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""adfb3a47-78247646""}"
404	https://mall.lbxcn.com/mall/scc-shop/v3/api-docs	https://mall.lbxcn.com/mall/scc-shop/v3/api-docs		application/json	156			"{""timestamp"":""2026-09-07T09:46:12.750+00:00"",""path"":""/scc-shop/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""85e40218-78250695""}"	"{""timestamp"":""2026-09-07T09:46:12.750+00:00"",""path"":""/scc-shop/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""85e40218-78250695""}"
404	https://mall.lbxcn.com/mall/scc-shop/v2/api-docs	https://mall.lbxcn.com/mall/scc-shop/v2/api-docs		application/json	156			"{""timestamp"":""2026-09-07T09:46:12.975+00:00"",""path"":""/scc-shop/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f30b3125-78247674""}"	"{""timestamp"":""2026-09-07T09:46:12.975+00:00"",""path"":""/scc-shop/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f30b3125-78247674""}"
404	https://mall.lbxcn.com/mall/scc-shop/swagger-ui.html	https://mall.lbxcn.com/mall/scc-shop/swagger-ui.html		application/json	160			"{""timestamp"":""2026-09-07T09:46:13.196+00:00"",""path"":""/scc-shop/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""81723968-78248641""}"	"{""timestamp"":""2026-09-07T09:46:13.196+00:00"",""path"":""/scc-shop/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""81723968-78248641""}"
404	https://mall.lbxcn.com/mall/scc-shop/doc.html	https://mall.lbxcn.com/mall/scc-shop/doc.html		application/json	153			"{""timestamp"":""2026-09-07T09:46:13.419+00:00"",""path"":""/scc-shop/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""cecc1685-78248660""}"	"{""timestamp"":""2026-09-07T09:46:13.419+00:00"",""path"":""/scc-shop/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""cecc1685-78248660""}"
404	https://mall.lbxcn.com/mall/scc-member/v3/api-docs	https://mall.lbxcn.com/mall/scc-member/v3/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:13.651+00:00"",""path"":""/scc-member/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""b3061f0c-78268621""}"	"{""timestamp"":""2026-09-07T09:46:13.651+00:00"",""path"":""/scc-member/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""b3061f0c-78268621""}"
404	https://mall.lbxcn.com/mall/scc-member/v2/api-docs	https://mall.lbxcn.com/mall/scc-member/v2/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:13.878+00:00"",""path"":""/scc-member/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f08be5fb-78250802""}"	"{""timestamp"":""2026-09-07T09:46:13.878+00:00"",""path"":""/scc-member/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f08be5fb-78250802""}"
404	https://mall.lbxcn.com/mall/scc-member/swagger-ui.html	https://mall.lbxcn.com/mall/scc-member/swagger-ui.html		application/json	162				"{""timestamp"":""2026-09-07T09:46:14.102+00:00"",""path"":""/scc-member/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""554a131e-78250818""}"
404	https://mall.lbxcn.com/mall/scc-member/doc.html	https://mall.lbxcn.com/mall/scc-member/doc.html		application/json	155				"{""timestamp"":""2026-09-07T09:46:14.329+00:00"",""path"":""/scc-member/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""03248934-78250847""}"
401	https://mall.lbxcn.com/mall/scc-point-member/v3/api-docs	https://mall.lbxcn.com/mall/scc-point-member/v3/api-docs							
401	https://mall.lbxcn.com/mall/scc-point-member/v2/api-docs	https://mall.lbxcn.com/mall/scc-point-member/v2/api-docs							
401	https://mall.lbxcn.com/mall/scc-point-member/swagger-ui.html	https://mall.lbxcn.com/mall/scc-point-member/swagger-ui.html							
401	https://mall.lbxcn.com/mall/scc-point-member/doc.html	https://mall.lbxcn.com/mall/scc-point-member/doc.html							
404	https://mall.lbxcn.com/mall/scc-product/v3/api-docs	https://mall.lbxcn.com/mall/scc-product/v3/api-docs		application/json	159			"{""timestamp"":""2026-09-07T09:46:15.463+00:00"",""path"":""/scc-product/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""e38e83f2-78247899""}"	"{""timestamp"":""2026-09-07T09:46:15.463+00:00"",""path"":""/scc-product/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""e38e83f2-78247899""}"
404	https://mall.lbxcn.com/mall/scc-product/v2/api-docs	https://mall.lbxcn.com/mall/scc-product/v2/api-docs		application/json	159			"{""timestamp"":""2026-09-07T09:46:15.692+00:00"",""path"":""/scc-product/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""94cd29f7-78250982""}"	"{""timestamp"":""2026-09-07T09:46:15.692+00:00"",""path"":""/scc-product/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""94cd29f7-78250982""}"
404	https://mall.lbxcn.com/mall/scc-product/swagger-ui.html	https://mall.lbxcn.com/mall/scc-product/swagger-ui.html		application/json	163				"{""timestamp"":""2026-09-07T09:46:15.926+00:00"",""path"":""/scc-product/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""0fb503d7-78247931""}"
404	https://mall.lbxcn.com/mall/scc-product/doc.html	https://mall.lbxcn.com/mall/scc-product/doc.html		application/json	156				"{""timestamp"":""2026-09-07T09:46:16.152+00:00"",""path"":""/scc-product/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f0f810c0-78251017""}"
404	https://mall.lbxcn.com/mall/scc-goods/v3/api-docs	https://mall.lbxcn.com/mall/scc-goods/v3/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:16.374+00:00"",""path"":""/scc-goods/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""15ac8a0d-78247972""}"	"{""timestamp"":""2026-09-07T09:46:16.374+00:00"",""path"":""/scc-goods/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""15ac8a0d-78247972""}"
404	https://mall.lbxcn.com/mall/scc-goods/v2/api-docs	https://mall.lbxcn.com/mall/scc-goods/v2/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:16.601+00:00"",""path"":""/scc-goods/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""0387f690-78248948""}"	"{""timestamp"":""2026-09-07T09:46:16.601+00:00"",""path"":""/scc-goods/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""0387f690-78248948""}"
404	https://mall.lbxcn.com/mall/scc-goods/swagger-ui.html	https://mall.lbxcn.com/mall/scc-goods/swagger-ui.html		application/json	161				"{""timestamp"":""2026-09-07T09:46:16.833+00:00"",""path"":""/scc-goods/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""ad26717a-78248960""}"
404	https://mall.lbxcn.com/mall/scc-goods/doc.html	https://mall.lbxcn.com/mall/scc-goods/doc.html		application/json	154				"{""timestamp"":""2026-09-07T09:46:17.055+00:00"",""path"":""/scc-goods/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""80b68fa4-78251089""}"
404	https://mall.lbxcn.com/mall/scc-order/v3/api-docs	https://mall.lbxcn.com/mall/scc-order/v3/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:17.276+00:00"",""path"":""/scc-order/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""044df855-78248039""}"	"{""timestamp"":""2026-09-07T09:46:17.276+00:00"",""path"":""/scc-order/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""044df855-78248039""}"
404	https://mall.lbxcn.com/mall/scc-order/v2/api-docs	https://mall.lbxcn.com/mall/scc-order/v2/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:17.506+00:00"",""path"":""/scc-order/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""4c1568a6-78251129""}"	"{""timestamp"":""2026-09-07T09:46:17.506+00:00"",""path"":""/scc-order/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""4c1568a6-78251129""}"
404	https://mall.lbxcn.com/mall/scc-order/swagger-ui.html	https://mall.lbxcn.com/mall/scc-order/swagger-ui.html		application/json	161				"{""timestamp"":""2026-09-07T09:46:17.729+00:00"",""path"":""/scc-order/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7a35e9a8-78249020""}"
404	https://mall.lbxcn.com/mall/scc-order/doc.html	https://mall.lbxcn.com/mall/scc-order/doc.html		application/json	154				"{""timestamp"":""2026-09-07T09:46:17.950+00:00"",""path"":""/scc-order/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7878d067-78248106""}"
404	https://mall.lbxcn.com/mall/scc-search/v3/api-docs	https://mall.lbxcn.com/mall/scc-search/v3/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:18.176+00:00"",""path"":""/scc-search/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""44b84f92-78248125""}"	"{""timestamp"":""2026-09-07T09:46:18.176+00:00"",""path"":""/scc-search/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""44b84f92-78248125""}"
404	https://mall.lbxcn.com/mall/scc-search/v2/api-docs	https://mall.lbxcn.com/mall/scc-search/v2/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:18.401+00:00"",""path"":""/scc-search/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""bb9c32f2-78248149""}"	"{""timestamp"":""2026-09-07T09:46:18.401+00:00"",""path"":""/scc-search/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""bb9c32f2-78248149""}"
404	https://mall.lbxcn.com/mall/scc-search/swagger-ui.html	https://mall.lbxcn.com/mall/scc-search/swagger-ui.html		application/json	162				"{""timestamp"":""2026-09-07T09:46:18.622+00:00"",""path"":""/scc-search/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""97ef00d1-78248168""}"
404	https://mall.lbxcn.com/mall/scc-search/doc.html	https://mall.lbxcn.com/mall/scc-search/doc.html		application/json	155				"{""timestamp"":""2026-09-07T09:46:18.842+00:00"",""path"":""/scc-search/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""ebbb3539-78248196""}"
404	https://mall.lbxcn.com/mall/scc-front/v3/api-docs	https://mall.lbxcn.com/mall/scc-front/v3/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:19.075+00:00"",""path"":""/scc-front/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7283beba-78249144""}"	"{""timestamp"":""2026-09-07T09:46:19.075+00:00"",""path"":""/scc-front/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7283beba-78249144""}"
404	https://mall.lbxcn.com/mall/scc-front/v2/api-docs	https://mall.lbxcn.com/mall/scc-front/v2/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:19.297+00:00"",""path"":""/scc-front/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""87caab9b-78269098""}"	"{""timestamp"":""2026-09-07T09:46:19.297+00:00"",""path"":""/scc-front/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""87caab9b-78269098""}"
404	https://mall.lbxcn.com/mall/scc-front/swagger-ui.html	https://mall.lbxcn.com/mall/scc-front/swagger-ui.html		application/json	161				"{""timestamp"":""2026-09-07T09:46:19.517+00:00"",""path"":""/scc-front/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""8287426b-78251321""}"
404	https://mall.lbxcn.com/mall/scc-front/doc.html	https://mall.lbxcn.com/mall/scc-front/doc.html		application/json	154				"{""timestamp"":""2026-09-07T09:46:19.743+00:00"",""path"":""/scc-front/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""849e6bc7-78248270""}"
404	https://mall.lbxcn.com/mall/scc-common/v3/api-docs	https://mall.lbxcn.com/mall/scc-common/v3/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:19.965+00:00"",""path"":""/scc-common/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""4bafd113-78248288""}"	"{""timestamp"":""2026-09-07T09:46:19.965+00:00"",""path"":""/scc-common/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""4bafd113-78248288""}"
404	https://mall.lbxcn.com/mall/scc-common/v2/api-docs	https://mall.lbxcn.com/mall/scc-common/v2/api-docs		application/json	158			"{""timestamp"":""2026-09-07T09:46:20.187+00:00"",""path"":""/scc-common/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""cfd2a39b-78248306""}"	"{""timestamp"":""2026-09-07T09:46:20.187+00:00"",""path"":""/scc-common/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""cfd2a39b-78248306""}"
404	https://mall.lbxcn.com/mall/scc-common/swagger-ui.html	https://mall.lbxcn.com/mall/scc-common/swagger-ui.html		application/json	162				"{""timestamp"":""2026-09-07T09:46:20.409+00:00"",""path"":""/scc-common/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""95fd18b2-78251397""}"
404	https://mall.lbxcn.com/mall/scc-common/doc.html	https://mall.lbxcn.com/mall/scc-common/doc.html		application/json	155				"{""timestamp"":""2026-09-07T09:46:20.632+00:00"",""path"":""/scc-common/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""f2876a36-78248346""}"
404	https://mall.lbxcn.com/mall/scc-base/v3/api-docs	https://mall.lbxcn.com/mall/scc-base/v3/api-docs		application/json	156			"{""timestamp"":""2026-09-07T09:46:20.857+00:00"",""path"":""/scc-base/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7d862d4f-78251441""}"	"{""timestamp"":""2026-09-07T09:46:20.857+00:00"",""path"":""/scc-base/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7d862d4f-78251441""}"
404	https://mall.lbxcn.com/mall/scc-base/v2/api-docs	https://mall.lbxcn.com/mall/scc-base/v2/api-docs		application/json	156			"{""timestamp"":""2026-09-07T09:46:21.080+00:00"",""path"":""/scc-base/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""de1bb7b0-78251456""}"	"{""timestamp"":""2026-09-07T09:46:21.080+00:00"",""path"":""/scc-base/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""de1bb7b0-78251456""}"
404	https://mall.lbxcn.com/mall/scc-base/swagger-ui.html	https://mall.lbxcn.com/mall/scc-base/swagger-ui.html		application/json	160				"{""timestamp"":""2026-09-07T09:46:21.303+00:00"",""path"":""/scc-base/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""7162fa75-78248397""}"
404	https://mall.lbxcn.com/mall/scc-base/doc.html	https://mall.lbxcn.com/mall/scc-base/doc.html		application/json	153				"{""timestamp"":""2026-09-07T09:46:21.525+00:00"",""path"":""/scc-base/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""97399dda-78269266""}"
